Seconds,ArmyVal,MinRate,GasRate,StructVal,UpgMin,UpgGas,StructPerim,ArmyDist
0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0
0.982211,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0
1.964423,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0
2.946634,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0
3.928846,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0
4.911057,0.0,127.0,0.0,400.0,0.0,0.0,0.0,0.0
5.893269,0.0,220.0,0.0,400.0,0.0,0.0,0.0,0.0
6.87548,0.0,323.5,0.0,400.0,0.0,0.0,0.0,0.0
7.857692,0.0,411.0,0.0,400.0,0.0,0.0,0.0,0.0
8.839903,0.0,366.0,0.0,400.0,0.0,0.0,0.0,0.0
9.822115,0.0,377.0,0.0,400.0,0.0,0.0,0.0,0.0
10.804326,0.0,461.0,0.0,400.0,0.0,0.0,0.0,0.0
11.786537,0.0,517.0,0.0,400.0,0.0,0.0,0.0,0.0
12.768749,0.0,643.0,0.0,400.0,0.0,0.0,0.0,0.0
13.75096,0.0,671.0,0.0,400.0,0.0,0.0,0.0,0.0
14.733171,0.0,685.0,0.0,400.0,0.0,0.0,0.0,0.0
15.715384,0.0,713.0,0.0,400.0,0.0,0.0,0.0,0.0
16.697596,0.0,685.0,0.0,400.0,0.0,0.0,0.0,0.0
17.679806,0.0,685.0,0.0,400.0,0.0,0.0,0.0,0.0
18.662018,0.0,671.0,0.0,500.0,0.0,0.0,0.0,0.0
19.64423,0.0,685.0,0.0,500.0,0.0,0.0,0.0,0.0
20.62644,0.0,699.0,0.0,500.0,0.0,0.0,0.0,0.0
21.608652,0.0,685.0,0.0,500.0,0.0,0.0,0.0,0.0
22.590864,0.0,643.0,0.0,500.0,0.0,0.0,0.0,0.0
23.573074,0.0,643.0,0.0,500.0,0.0,0.0,0.0,0.0
24.555286,0.0,685.0,0.0,500.0,0.0,0.0,0.0,0.0
25.537498,0.0,727.0,0.0,500.0,0.0,0.0,0.0,0.0
26.519709,0.0,685.0,0.0,500.0,0.0,0.0,0.0,0.0
27.501921,0.0,713.0,0.0,500.0,0.0,0.0,0.0,0.0
28.484133,0.0,685.0,0.0,500.0,0.0,0.0,0.0,0.0
29.466343,0.0,699.0,0.0,500.0,0.0,0.0,0.0,0.0
30.448555,0.0,755.0,0.0,500.0,0.0,0.0,0.0,0.0
31.430767,0.0,713.0,0.0,500.0,0.0,0.0,0.0,0.0
32.412979,0.0,769.0,0.0,500.0,0.0,0.0,0.0,0.0
33.395191,0.0,713.0,0.0,500.0,0.0,0.0,0.0,0.0
34.377399,0.0,741.0,0.0,500.0,0.0,0.0,0.0,0.0
35.359612,0.0,783.0,0.0,500.0,0.0,0.0,0.0,0.0
36.341824,0.0,755.0,0.0,500.0,0.0,0.0,0.0,0.0
37.324036,0.0,769.0,0.0,500.0,0.0,0.0,0.0,0.0
38.306248,0.0,755.0,0.0,575.0,0.0,0.0,10.625,0.0
39.28846,0.0,755.0,0.0,575.0,0.0,0.0,10.625,0.0
40.270668,0.0,783.0,0.0,575.0,0.0,0.0,10.625,0.0
41.25288,0.0,769.0,0.0,650.0,0.0,0.0,38.5,0.0
42.235092,0.0,769.0,0.0,650.0,0.0,0.0,38.5,0.0
43.217304,0.0,755.0,0.0,650.0,0.0,0.0,38.5,0.0
44.199516,0.0,755.0,0.0,687.5,0.0,0.0,95.25,0.0
45.181728,0.0,769.0,0.0,687.5,0.0,0.0,95.25,0.0
46.163937,0.0,769.0,0.0,687.5,0.0,0.0,95.25,0.0
47.146149,0.0,769.0,0.0,687.5,0.0,0.0,95.25,0.0
48.128361,0.0,755.0,0.0,687.5,0.0,0.0,95.25,0.0
49.110573,0.0,769.0,0.0,687.5,0.0,0.0,95.25,0.0
50.092785,0.0,755.0,0.0,725.0,0.0,0.0,133.0,0.0
51.074997,0.0,755.0,0.0,725.0,0.0,0.0,133.0,0.0
52.057205,0.0,769.0,0.0,725.0,0.0,0.0,133.0,0.0
53.039417,0.0,783.0,0.0,725.0,0.0,0.0,133.0,0.0
54.021629,0.0,769.0,0.0,725.0,0.0,0.0,133.0,0.0
55.003841,0.0,783.0,0.0,725.0,0.0,0.0,133.0,0.0
55.986053,0.0,783.0,0.0,725.0,0.0,0.0,133.0,0.0
56.968266,0.0,783.0,0.0,725.0,0.0,0.0,133.0,0.0
57.950478,0.0,797.0,0.0,725.0,0.0,0.0,133.0,0.0
58.932686,0.0,825.0,0.0,725.0,0.0,0.0,133.0,0.0
59.914898,0.0,825.0,0.0,725.0,0.0,0.0,133.0,0.0
60.89711,0.0,853.0,0.0,725.0,0.0,0.0,133.0,0.0
61.879322,0.0,825.0,0.0,725.0,0.0,0.0,133.0,0.0
62.861534,0.0,839.0,0.0,725.0,0.0,0.0,133.0,0.0
63.843746,0.0,881.0,0.0,725.0,0.0,0.0,133.0,0.0
64.825958,0.0,853.0,0.0,725.0,0.0,0.0,133.0,0.0
65.808167,0.0,881.0,0.0,725.0,0.0,0.0,133.0,0.0
66.790382,0.0,867.0,0.0,725.0,0.0,0.0,133.0,0.0
67.772591,0.0,895.0,0.0,725.0,0.0,0.0,133.0,0.0
68.754799,0.0,923.0,0.0,725.0,0.0,0.0,133.0,0.0
69.737015,0.0,881.0,0.0,725.0,0.0,0.0,133.0,0.0
70.719223,0.0,867.0,11.0,725.0,0.0,0.0,133.0,0.0
71.701439,0.0,895.0,22.0,725.0,0.0,0.0,133.0,0.0
72.683647,0.0,881.0,22.0,725.0,0.0,0.0,133.0,0.0
73.665855,0.0,881.0,33.0,725.0,0.0,0.0,133.0,0.0
74.648071,0.0,853.0,44.5,725.0,0.0,0.0,133.0,0.0
75.63028,0.0,867.0,55.5,725.0,0.0,0.0,133.0,0.0
76.612495,0.0,853.0,55.5,725.0,0.0,0.0,133.0,0.0
77.594704,0.0,839.0,66.5,725.0,0.0,0.0,133.0,0.0
78.57692,0.0,811.0,89.0,725.0,0.0,0.0,133.0,0.0
79.559128,0.0,839.0,100.5,725.0,0.0,0.0,133.0,0.0
80.541336,0.0,867.0,100.5,725.0,0.0,0.0,133.0,0.0
81.523552,0.0,839.0,89.0,725.0,0.0,0.0,133.0,0.0
82.50576,0.0,839.0,100.0,725.0,0.0,0.0,133.0,0.0
83.487976,0.0,839.0,122.5,725.0,0.0,0.0,133.0,0.0
84.470184,0.0,825.0,111.5,925.0,0.0,0.0,192.375,0.0
85.4524,0.0,881.0,100.0,925.0,0.0,0.0,192.375,0.0
86.434608,0.0,853.0,111.0,925.0,0.0,0.0,192.375,0.0
87.416817,0.0,825.0,134.0,1125.0,0.0,0.0,262.0,0.0
88.399033,0.0,853.0,122.5,1125.0,0.0,0.0,262.0,0.0
89.381241,0.0,825.0,100.0,1125.0,0.0,0.0,262.0,0.0
90.363457,0.0,881.0,111.0,1125.0,0.0,0.0,262.0,0.0
91.345665,0.0,853.0,134.0,1125.0,0.0,0.0,262.0,0.0
92.327873,0.0,853.0,134.0,1125.0,0.0,0.0,262.0,0.0
93.310089,0.0,867.0,111.0,1125.0,0.0,0.0,262.0,0.0
94.292297,0.0,853.0,111.0,1125.0,0.0,0.0,262.0,0.0
95.274513,0.0,839.0,134.0,1125.0,0.0,0.0,262.0,0.0
96.256721,0.0,853.0,134.0,1200.0,0.0,0.0,274.5,0.0
97.238937,0.0,853.0,111.0,1200.0,0.0,0.0,274.5,0.0
98.221146,0.0,867.0,111.0,1200.0,0.0,0.0,274.5,0.0
99.203354,0.0,839.0,134.0,1275.0,0.0,0.0,286.0,0.0
100.18557,0.0,881.0,134.0,1275.0,0.0,0.0,286.0,0.0
101.167778,0.0,867.0,111.0,1275.0,0.0,0.0,286.0,0.0
102.149994,0.0,853.0,111.0,1275.0,0.0,0.0,286.0,0.0
103.132202,0.0,909.0,134.0,1275.0,0.0,0.0,286.0,0.0
104.11441,0.0,839.0,134.0,1275.0,0.0,0.0,286.0,0.0
105.096626,0.0,895.0,111.0,1275.0,0.0,0.0,286.0,0.0
106.078835,0.0,881.0,111.0,1275.0,0.0,0.0,286.0,0.0
107.06105,0.0,867.0,134.0,1312.5,0.0,0.0,335.75,0.0
108.043259,0.0,909.0,134.0,1312.5,0.0,0.0,335.75,0.0
109.025475,0.0,839.0,122.5,1350.0,0.0,0.0,365.0,0.0
110.007683,0.0,881.0,122.5,1350.0,0.0,0.0,365.0,0.0
110.989891,0.0,895.0,122.5,1350.0,0.0,0.0,365.0,0.0
111.972107,0.0,811.0,145.0,1350.0,0.0,0.0,365.0,0.0
112.954315,0.0,895.0,145.0,1400.0,0.0,0.0,393.625,0.0
113.936531,0.0,839.0,134.0,1400.0,0.0,0.0,393.625,0.0
114.918739,0.0,839.0,145.0,1400.0,0.0,0.0,393.625,0.0
115.900955,0.0,867.0,167.5,1400.0,0.0,0.0,393.625,0.0
116.883163,0.0,853.0,156.0,1400.0,0.0,0.0,393.625,0.0
117.865372,0.0,867.0,145.0,1400.0,0.0,0.0,393.625,0.0
118.847588,0.0,853.0,156.0,1400.0,0.0,0.0,393.625,0.0
119.829796,0.0,867.0,167.5,1400.0,0.0,0.0,393.625,0.0
120.812012,0.0,867.0,156.0,1400.0,0.0,0.0,393.625,0.0
121.79422,0.0,853.0,179.0,1400.0,0.0,0.0,393.625,0.0
122.776428,0.0,895.0,167.5,1400.0,0.0,0.0,393.625,0.0
123.758644,0.0,867.0,156.0,1400.0,0.0,0.0,393.625,0.0
124.740852,0.0,895.0,167.5,1400.0,0.0,0.0,393.625,0.0
125.723068,0.0,895.0,167.5,1400.0,0.0,0.0,393.625,0.0
126.705276,0.0,895.0,156.0,1400.0,0.0,0.0,393.625,0.0
127.687492,0.0,937.0,167.5,1400.0,0.0,0.0,393.625,0.0
128.669693,0.0,867.0,167.5,1400.0,0.0,0.0,393.625,0.0
129.651917,0.0,923.0,156.0,1400.0,0.0,0.0,393.625,0.0
130.634125,0.0,909.0,167.5,1400.0,0.0,0.0,393.625,0.0
131.616333,0.0,895.0,167.5,1400.0,0.0,0.0,393.625,0.0
132.598541,0.0,937.0,167.5,1400.0,0.0,0.0,393.625,0.0
133.580765,0.0,895.0,179.0,1400.0,0.0,0.0,393.625,0.0
134.562973,0.0,895.0,190.0,1450.0,0.0,0.0,410.25,0.0
135.545181,0.0,909.0,190.0,1450.0,25.0,25.0,410.25,0.0
136.52739,0.0,923.0,212.0,1450.0,25.0,25.0,410.25,0.0
137.509598,0.0,909.0,234.5,1450.0,25.0,25.0,410.25,0.0
138.491821,0.0,881.0,234.5,1450.0,25.0,25.0,410.25,0.0
139.47403,0.0,895.0,245.5,1450.0,50.0,50.0,410.25,0.0
140.456238,0.0,853.0,268.0,1450.0,50.0,50.0,410.25,0.0
141.438446,0.0,909.0,268.5,1450.0,50.0,50.0,410.25,0.0
142.420654,0.0,881.0,290.5,1450.0,50.0,50.0,410.25,0.0
143.402878,0.0,895.0,290.5,1450.0,50.0,50.0,410.25,0.0
144.385086,0.0,923.0,301.5,1450.0,50.0,50.0,410.25,0.0
145.367294,0.0,895.0,313.0,1450.0,50.0,50.0,410.25,0.0
146.349503,0.0,923.0,313.0,1450.0,50.0,50.0,410.25,0.0
147.331711,0.0,895.0,301.5,1450.0,50.0,50.0,410.25,0.0
148.313934,150.0,895.0,302.0,1600.0,50.0,50.0,410.25,24.728943
149.296143,150.0,909.0,313.0,1600.0,50.0,50.0,410.25,24.735256
150.278351,150.0,909.0,313.0,1600.0,50.0,50.0,410.25,24.571169
151.260559,150.0,895.0,324.0,1600.0,50.0,50.0,410.25,24.5815165
152.242783,150.0,881.0,313.0,1600.0,50.0,50.0,410.25,24.559494
153.224991,275.0,881.0,324.0,1725.0,50.0,50.0,410.25,52.366825
154.207199,275.0,881.0,324.0,1725.0,50.0,50.0,410.25,52.3545745
155.189407,275.0,867.0,324.0,1725.0,50.0,50.0,410.25,52.340315000000004
156.171616,275.0,881.0,324.0,1725.0,50.0,50.0,410.25,52.35549
157.153839,275.0,853.0,335.0,1725.0,50.0,50.0,410.25,52.347542000000004
158.136047,275.0,839.0,324.0,1725.0,50.0,50.0,410.25,52.3641265
159.118256,275.0,853.0,324.0,1725.0,50.0,50.0,410.25,52.3767795
160.100464,275.0,895.0,335.0,1725.0,50.0,50.0,410.25,52.36582
161.082672,275.0,895.0,324.0,1725.0,50.0,50.0,410.25,52.193712
162.064896,275.0,895.0,324.0,1725.0,50.0,50.0,410.25,52.1962945
163.047104,275.0,867.0,335.0,1725.0,50.0,50.0,410.25,52.0509435
164.029312,275.0,909.0,324.0,1725.0,50.0,50.0,410.25,52.0454485
165.01152,275.0,895.0,324.0,1725.0,50.0,50.0,410.25,52.049299000000005
165.993729,325.0,937.0,324.0,1725.0,50.0,50.0,410.25,48.342170499999995
166.975952,325.0,937.0,324.0,1725.0,50.0,50.0,410.25,48.6355705
167.95816,325.0,923.0,324.0,1725.0,50.0,50.0,410.25,48.526607999999996
168.940369,325.0,965.0,335.0,1725.0,50.0,50.0,410.25,48.5188715
169.922577,450.0,951.0,324.0,1850.0,50.0,50.0,410.25,48.115099
170.9048,450.0,993.0,324.0,1850.0,50.0,50.0,410.25,47.963228
171.887009,450.0,979.0,324.0,1850.0,50.0,50.0,410.25,47.965231
172.869217,450.0,979.0,324.0,1850.0,50.0,50.0,410.25,47.973488
173.851425,450.0,979.0,313.0,1850.0,50.0,50.0,410.25,47.729002
174.833633,450.0,1021.0,335.0,1850.0,50.0,50.0,410.25,47.755091
175.815857,450.0,1021.0,324.0,1925.0,50.0,50.0,413.75,47.6275615
176.798065,450.0,1007.0,324.0,1925.0,50.0,50.0,413.75,47.6197185
177.780273,450.0,1035.0,335.0,1925.0,50.0,50.0,413.75,47.62932
178.762482,450.0,1049.0,324.0,1925.0,50.0,50.0,413.75,47.60306
179.74469,450.0,1049.0,324.0,1925.0,50.0,50.0,413.75,47.622017
180.726913,450.0,1105.0,335.0,1925.0,50.0,50.0,413.75,47.447897
181.709122,450.0,1035.0,324.0,1975.0,50.0,50.0,413.75,47.1758555
182.69133,450.0,1077.0,324.0,1975.0,50.0,50.0,413.75,47.07358
183.673538,450.0,1077.0,324.0,1975.0,50.0,50.0,413.75,47.0487155
184.655746,450.0,1105.0,324.0,1975.0,50.0,50.0,413.75,46.933370499999995
185.63797,512.5,1077.0,324.0,1975.0,50.0,50.0,413.75,44.9255065
186.620178,512.5,1091.0,335.0,1975.0,50.0,50.0,413.75,45.230564
187.602386,512.5,1077.0,324.0,1975.0,50.0,50.0,413.75,45.1999605
188.584595,512.5,1119.0,324.0,1975.0,50.0,50.0,413.75,45.194458
189.566818,512.5,1133.0,324.0,1975.0,50.0,50.0,413.75,45.183567
190.549026,512.5,1105.0,324.0,1975.0,50.0,50.0,413.75,45.1850495
191.531235,512.5,1133.0,313.0,1975.0,100.0,100.0,413.75,45.1863995
192.513443,512.5,1119.0,335.0,1975.0,100.0,100.0,413.75,45.043041
193.495651,512.5,1147.0,324.0,1975.0,100.0,100.0,413.75,44.799185
194.477875,512.5,1133.0,324.0,1975.0,100.0,100.0,413.75,44.7989445
195.460083,512.5,1175.0,335.0,1975.0,100.0,100.0,413.75,44.657045499999995
196.442291,512.5,1175.0,324.0,1975.0,100.0,100.0,413.75,44.6803855
197.4245,512.5,1175.0,324.0,1975.0,100.0,100.0,413.75,44.662437499999996
198.406708,512.5,1161.0,335.0,1975.0,100.0,100.0,413.75,44.686775
199.388931,512.5,1217.0,324.0,1975.0,100.0,100.0,413.75,44.6850375
200.37114,512.5,1189.0,324.0,2025.0,100.0,100.0,419.625,44.532116
201.353348,512.5,1189.0,324.0,2025.0,100.0,100.0,419.625,44.5108225
202.335556,512.5,1189.0,324.0,2025.0,100.0,100.0,419.625,44.4848215
203.317764,512.5,1203.0,324.0,2025.0,100.0,100.0,419.625,44.467676
204.299988,512.5,1217.0,335.0,2025.0,100.0,100.0,419.625,44.202715
205.282196,512.5,1217.0,324.0,2025.0,100.0,100.0,419.625,44.220854
206.264404,512.5,1231.0,324.0,2025.0,100.0,100.0,419.625,44.2282105
207.246613,662.5,1245.0,324.0,2175.0,150.0,150.0,438.5,43.322064999999995
208.228821,662.5,1273.0,324.0,2175.0,150.0,150.0,438.5,43.319582
209.211044,662.5,1315.0,313.0,2175.0,150.0,150.0,438.5,43.185852
210.193253,662.5,1259.0,335.0,2175.0,150.0,150.0,438.5,43.185865
211.175461,662.5,1315.0,324.0,2175.0,150.0,150.0,438.5,43.189484
212.157669,662.5,1315.0,324.0,2175.0,150.0,150.0,438.5,43.174089499999994
213.139893,662.5,1343.0,335.0,2175.0,150.0,150.0,438.5,43.185134500000004
214.122101,662.5,1357.0,324.0,2175.0,150.0,150.0,438.5,43.134308
215.104309,662.5,1343.0,324.0,2175.0,150.0,150.0,438.5,43.0243185
216.086517,750.0,1371.0,335.0,2175.0,150.0,150.0,438.5,42.388666
217.068726,750.0,1343.0,324.0,2175.0,150.0,150.0,438.5,42.79402
218.050949,750.0,1357.0,324.0,2175.0,150.0,150.0,438.5,42.821619
219.033157,750.0,1371.0,324.0,2175.0,150.0,150.0,438.5,42.44059
220.015366,750.0,1385.0,324.0,2175.0,150.0,150.0,438.5,42.2589375
220.997574,750.0,1371.0,324.0,2175.0,150.0,150.0,438.5,42.051931499999995
221.979782,750.0,1357.0,324.0,2175.0,150.0,150.0,438.5,42.11623
222.962006,750.0,1385.0,301.5,2175.0,150.0,150.0,438.5,42.131918
223.944214,750.0,1385.0,279.5,2175.0,150.0,150.0,438.5,42.323326
224.926422,750.0,1413.0,268.0,2175.0,150.0,150.0,438.5,42.310379
225.90863,750.0,1455.0,257.0,2250.0,150.0,150.0,438.5,42.179919999999996
226.890839,750.0,1371.0,223.5,2325.0,150.0,150.0,438.5,42.1015015
227.873062,750.0,1441.0,234.5,2325.0,150.0,150.0,438.5,42.037161
228.85527,750.0,1469.0,212.0,2325.0,150.0,150.0,438.5,41.979543500000005
229.837479,750.0,1455.0,190.0,2400.0,150.0,150.0,438.5,41.8238985
230.819687,750.0,1455.0,189.5,2400.0,150.0,150.0,438.5,41.795469
231.80191,925.0,1427.0,167.5,2450.0,150.0,150.0,438.5,42.271549
232.784119,925.0,1399.0,156.5,2450.0,150.0,150.0,438.5,42.341648
233.766327,925.0,1511.0,167.5,2450.0,150.0,150.0,438.5,42.3935185
234.748535,925.0,1427.0,167.5,2450.0,150.0,150.0,438.5,42.5715885
235.730743,925.0,1455.0,156.5,2450.0,150.0,150.0,438.5,42.428345
236.712967,925.0,1469.0,167.5,2450.0,150.0,150.0,438.5,42.5330205
237.695175,925.0,1483.0,167.5,2450.0,150.0,150.0,438.5,42.550898000000004
238.677383,925.0,1525.0,156.5,2450.0,150.0,150.0,438.5,42.462879
239.659592,862.5,1455.0,167.5,2450.0,150.0,150.0,438.5,43.24556
240.6418,862.5,1497.0,167.5,2450.0,150.0,150.0,438.5,43.276323500000004
241.624023,862.5,1525.0,156.5,2450.0,150.0,150.0,438.5,43.260576
242.606232,862.5,1595.0,167.5,2450.0,150.0,150.0,438.5,43.1781595
